Pais,Año,Valor
Tonga,2015,4123.90347238813
Tonga,2016,3987.98618837043
Tonga,2017,4365.92929788648
Tonga,2018,4638.8978542585
Tonga,2019,4676.84802517145
Tonga,2020,4700.44940541029
Tonga,2021,4912.57966349119
Tonga,2022,4933.07466930785
Tonga,2023,4863.76384632192
Tonga,2024,
Trinidad and Tobago,2015,19887.2337359338
Trinidad and Tobago,2016,17449.1623528186
Trinidad and Tobago,2017,17578.6417765865
Trinidad and Tobago,2018,17575.8042838042
Trinidad and Tobago,2019,17293.4730123427
Trinidad and Tobago,2020,15358.8612973066
Trinidad and Tobago,2021,17679.1812561341
Trinidad and Tobago,2022,20874.37682915
Trinidad and Tobago,2023,18639.259241294
Trinidad and Tobago,2024,19314.7163432664
Tunisia,2015,4014.94773686432
Tunisia,2016,3847.80354448809
Tunisia,2017,3619.03247319953
Tunisia,2018,3628.10366464236
Tunisia,2019,3528.87213306798
Tunisia,2020,3548.65363663803
Tunisia,2021,3906.93926319391
Tunisia,2022,3708.8481241036
Tunisia,2023,3950.3753419816
Tunisia,2024,4350.3717971875
Turkiye,2015,11049.9951100942
Turkiye,2016,10970.0458948862
Turkiye,2017,10695.550196231
Turkiye,2018,9568.83506330228
Turkiye,2019,9215.44049888114
Turkiye,2020,8638.73903848102
Turkiye,2021,9743.21277804855
Turkiye,2022,10674.504157865
Turkiye,2023,13105.6585004778
Turkiye,2024,15473.2872636856
Tuvalu,2015,3357.83417700071
Tuvalu,2016,3808.69755015909
Tuvalu,2017,4165.66338700106
Tuvalu,2018,4466.12034928245
Tuvalu,2019,5115.13075950206
Tuvalu,2020,4976.11254109571
Tuvalu,2021,5905.08198095343
Tuvalu,2022,5911.32727055301
Tuvalu,2023,6344.7750188689
Tuvalu,2024,
Tanzania,2015,939.127319335938
Tanzania,2016,953.0107421875
Tanzania,2017,986.674011230469
Tanzania,2018,1023.10626220703
Tanzania,2019,1063.32250976563
Tanzania,2020,1117.41528320313
Tanzania,2021,1159.85656738281
Tanzania,2022,1207.85302734375
Tanzania,2023,1224.48962402344
Tanzania,2024,1185.74548339844
Uganda,2015,862.934610355811
Uganda,2016,752.696571725656
Uganda,2017,765.218332297361
Uganda,2018,792.16570022814
Uganda,2019,822.171150141651
Uganda,2020,845.76646385001
Uganda,2021,882.791717442001
Uganda,2022,963.067314233497
Uganda,2023,1002.30913908852
Uganda,2024,1072.71369837695
Ukraine,2015,2094.47387695313
Ukraine,2016,2158.46118164063
Ukraine,2017,2604.28759765625
Ukraine,2018,3059.0517578125
Ukraine,2019,3619.86157226563
Ukraine,2020,3709.76928710938
Ukraine,2021,4775.94580078125
Ukraine,2022,4199.6708984375
Ukraine,2023,5139.59814453125
Ukraine,2024,5389.47314453125
Uruguay,2015,17125.9016800298
Uruguay,2016,17009.7584207276
Uruguay,2017,19184.6502617082
Uruguay,2018,19249.9404677501
Uruguay,2019,18315.7316980028
Uruguay,2020,15757.5355995779
Uruguay,2021,17881.818721099
Uruguay,2022,20818.6146091144
Uruguay,2023,23019.4221560046
Uruguay,2024,23906.5133029408
United States,2015,56849.4697923159
United States,2016,57976.628204291
United States,2017,60047.7190728307
United States,2018,62875.6661382728
United States,2019,65227.9565911038
United States,2020,64401.5074354212
United States,2021,71307.4017277218
United States,2022,77860.9112908848
United States,2023,82304.6204272866
United States,2024,85809.9003846356
Uzbekistan,2015,2803.19018021751
Uzbekistan,2016,2753.37951427589
Uzbekistan,2017,2190.60411562888
Uzbekistan,2018,1813.08530813664
Uzbekistan,2019,2041.38480729431
Uzbekistan,2020,1978.28051860763
Uzbekistan,2021,2258.51964119278
Uzbekistan,2022,2578.66689394219
Uzbekistan,2023,2878.96879292451
Uzbekistan,2024,3161.70010632875
St. Vincent and the Grenadines,2015,7353.73556054184
St. Vincent and the Grenadines,2016,7656.90042881178
St. Vincent and the Grenadines,2017,7988.04445019298
St. Vincent and the Grenadines,2018,8428.12677153069
St. Vincent and the Grenadines,2019,8740.59425232061
St. Vincent and the Grenadines,2020,8351.20324040982
St. Vincent and the Grenadines,2021,8641.27904024443
St. Vincent and the Grenadines,2022,9693.55867833025
St. Vincent and the Grenadines,2023,10582.3656725229
St. Vincent and the Grenadines,2024,11501.2265187188
"Venezuela, RB",2015,
"Venezuela, RB",2016,
"Venezuela, RB",2017,
"Venezuela, RB",2018,
"Venezuela, RB",2019,
"Venezuela, RB",2020,
"Venezuela, RB",2021,
"Venezuela, RB",2022,
"Venezuela, RB",2023,
"Venezuela, RB",2024,
British Virgin Islands,2015,
British Virgin Islands,2016,
British Virgin Islands,2017,
British Virgin Islands,2018,
British Virgin Islands,2019,
British Virgin Islands,2020,
British Virgin Islands,2021,
British Virgin Islands,2022,
British Virgin Islands,2023,
British Virgin Islands,2024,
Virgin Islands (U.S.),2015,34007.3529411765
Virgin Islands (U.S.),2016,35324.9748874586
Virgin Islands (U.S.),2017,35365.0693039774
Virgin Islands (U.S.),2018,36663.2087550584
Virgin Islands (U.S.),2019,38633.5298915336
Virgin Islands (U.S.),2020,39787.3741650202
Virgin Islands (U.S.),2021,42571.0777368471
Virgin Islands (U.S.),2022,44320.909185774
Virgin Islands (U.S.),2023,
Virgin Islands (U.S.),2024,
Viet Nam,2015,2577.56885340113
Viet Nam,2016,2735.0604380416
Viet Nam,2017,2956.10992127753
Viet Nam,2018,3222.31003125366
Viet Nam,2019,3440.90025375434
Viet Nam,2020,3534.03953482647
Viet Nam,2021,3704.1935590038
Viet Nam,2022,4147.69777213621
Viet Nam,2023,4323.35031982451
Viet Nam,2024,4717.29028732449
Vanuatu,2015,2854.89412272653
Vanuatu,2016,2956.12644801489
Vanuatu,2017,3159.86055790126
Vanuatu,2018,3206.65748718811
Vanuatu,2019,3207.44650452083
Vanuatu,2020,3042.98711598286
Vanuatu,2021,3211.71947349318
Vanuatu,2022,3292.34108821237
Vanuatu,2023,3515.23633611798
Vanuatu,2024,3542.81071592874
Samoa,2015,4084.36083819933
Samoa,2016,4147.07097674888
Samoa,2017,4307.59381964907
Samoa,2018,4231.81409469194
Samoa,2019,4351.94234943706
Samoa,2020,4099.6600907147
Samoa,2021,3947.64517905415
Samoa,2022,3869.46639492144
Samoa,2023,4330.17840531329
Samoa,2024,4898.77140817676
Kosovo,2015,3520.62850699375
Kosovo,2016,3759.44959067104
Kosovo,2017,4009.31799347588
Kosovo,2018,4384.18624084947
Kosovo,2019,4415.99716107514
Kosovo,2020,4310.89065548799
Kosovo,2021,5270.42965289833
Kosovo,2022,5290.94747224687
Kosovo,2023,6221.20365212094
Kosovo,2024,7299.43498083118
"Yemen, Rep.",2015,1362.17381205593
"Yemen, Rep.",2016,975.359417003225
"Yemen, Rep.",2017,811.165970405745
"Yemen, Rep.",2018,633.887202450998
"Yemen, Rep.",2019,
"Yemen, Rep.",2020,
"Yemen, Rep.",2021,
"Yemen, Rep.",2022,
"Yemen, Rep.",2023,
"Yemen, Rep.",2024,
South Africa,2015,6112.27382485974
South Africa,2016,5651.20585165749
South Africa,2017,6618.33508255701
South Africa,2018,6914.1780318076
South Africa,2019,6533.71121032856
South Africa,2020,5580.60383075189
South Africa,2021,6843.39941886204
South Africa,2022,6523.41097815853
South Africa,2023,6022.54254192335
South Africa,2024,6253.37158194543
Zambia,2015,1295.87788680068
Zambia,2016,1239.08527877713
Zambia,2017,1483.46577328065
Zambia,2018,1463.89997855593
Zambia,2019,1258.98619844462
Zambia,2020,951.644316655957
Zambia,2021,1127.16077872857
Zambia,2022,1447.12310138035
Zambia,2023,1330.72780576709
Zambia,2024,1235.08466482514
Zimbabwe,2015,1386.41855927575
Zimbabwe,2016,1407.42096413212
Zimbabwe,2017,3448.08699068824
Zimbabwe,2018,2271.85250365817
Zimbabwe,2019,1683.91313584141
Zimbabwe,2020,1730.45391034701
Zimbabwe,2021,1724.38727102272
Zimbabwe,2022,2040.54658705395
Zimbabwe,2023,2156.03409322984
Zimbabwe,2024,2656.40937654332
